rec_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-1697-org,   ind, f, 23, , mr, ryan, shivani, qld, taroomball, 2093, 20, tiptree crescent, , 03 95700983, 6323774, 0, NoRole
rec-7912-org,   nor, , 34, 19840927, , georgia, leonhardsen, nsw, minnamurra, 4670, 1, belconnen way, , 612 99442483, 3938199, 5, NoRole
rec-5194-org,   eng, m, 37, 19810512, , kirra, yong, vic, bamawm, 6019, 5, pennefather street, , 08 21002174, 7954766, 7, NoRole
rec-7672-org,   fre, , 30, 19880517, , amy, foucher, vic, tarrington, 5271, 121, ashby circuit, , 8 00785965, 6498008, 0, NoRole
rec-8597-org,   ara, f, 35, 19830709, , lucy, khayriyyah, vic, south melbourne, 2041, 4, lachlan street, , 618 63296018, 6322395, 2, NoRole
rec-4835-org,   ser, f, 30, 19880928, mr, nicolas, protic, nsw, wongawilli, 7306, 4, jabanungga avenue, , , 1663772, 5, NoRole
rec-67-org,   eng, f, 25, 19930705, ms, bailey, rayne, nsw, yagoona, 0836, 25, dawbin place, , 612 82707005, 8432163, 0, NoRole
rec-2780-org,   eng, m, 12, , , brooke, jeanes, vic, kialla east, 4680, 14, cowie place, , 618 59351316, 6756472, 3, NoRole
rec-2452-dup-2, ind, , , 199809 2, , char otte, upani had, ns , oranqe, 4157, , caJderc rescent, , 2 51209553, 2512290, 3, NoRole
rec-9867-org,   ita, f, 31, 19871229, pfc, ella, germano, nsw, towradgi, 2343, 49, busby street, , 02 78400508, 4712316, 3, NoRole
rec-8235-org,   pol, f, , 19650904, dr, liam, baginsky, nsw, north strathfield, 2650, 279, galmarra street, , 03 63065649, 3064244, 8, NoRole
rec-3689-dup-0, usa, , 36, 19821101, , grace, joseph, viw, burde, 2750, 53, cowper street, , 618 77087692, 9331987, 3, NoRole
rec-830-dup-2, nor, m, 25, , , thoma , n j e rv, ql , eas t b rron, 3083, 22, dav'lsstreet, , 613 85709946, 7241036, 8, NoRole
rec-584-org,   tha, f, , 19180719, , william, pridi, vic, jam jerrup, 3564, 38, leahy close, st francis vlge, 08 60075986, 1771623, 5, NoRole
rec-1254-dup-0, unk, f, , 19060615, mr, tayla, jtrankway, a, hil river, 3153, 34, pridham street, billykreek farm, 618 16641008, 4393946, 5, NoRole
rec-5200-dup-0, fin, , 21, 19970712, ms, jojhua, duominen, vic, ye rivea, 3182, 15, hirstt place, pinda, 07 67678019, 9659361, 8, NoRole
rec-2920-org,   eng, f, 39, 19790606, ms, charlotte, ryder, nsw, binya, 7030, 81, galway place, village walk (cnr high s street, 02 30140148, 5184970, 7, NoRole
rec-6699-org,   usa, f, 42, 19760927, dr, elizabeth, bender, nsw, frenchs forest, 3614, 310, narambi street, , , 9116372, 1, NoRole
rec-7629-dup-0, chi, rn, 4 , 19770305, , finlay, tsen, ql d, frederick sfield, 2850, 9 , balsonp ace, , 03 08960458, 89598 0, 5, NoRole
rec-5061-dup-1, unk, , 2 8, 1990 927, , r0ry, abb ati ta, ns , taren po:nt, 3 128, 173, bundeela street, , 02 16620686, 3294963, 5, NoRole
rec-964-org,   chi, f, 28, 19901225, , samuel, yeh, nsw, running stream, 2151, 3, ellen place, , 2 44904568, 3134500, 6, NoRole
rec-8280-dup-1, usa, v, 31, 19870913, hon, maia, eink, fic, karldon north, 2112, 18, thomas hart street, the lagun, 08 33097440, 7965045, 5, NoRole
rec-1179-org,   usa, f, 34, , mr, bridget, marshall, nsw, taylors arm, 3284, 13, harrison street, glenview, 2 38466582, 4001247, 9, NoRole
rec-8993-dup-0, chi, f, 31, 19870619, ms, gunv, be n, nsd, tennyson point, 2067, 294, ridley street, braimer garden, 2 88413497, 5333691, 8, NoRole
rec-3838-dup-2, usa, , 28, 19900750, , keeleh, porter, , nerrina, 2218, 4, fiaschi street, , 02 44648738, 5129674, 8, NoRole
rec-9994-org,   afg, f, 36, 19821107, , kirra, tani, vic, red hill, 2108, 56, macadam street, largo, , 6966567, 6, NoRole
rec-9658-org,   chi, m, 34, 19840111, , lee, ker, , bangor, 3032, 20, ashburton circuit, , 04 97500390, 8467238, 7, NoRole
rec-6388-org,   ind, m, , 19521001, , abbey, chikodi, qld, lemontree, 2428, 2, biffin street, , 3 38052252, 6674907, 4, NoRole
rec-9720-dup-1, afg, , 36, 19820622, , er: , ta rin, qld, marlbor ugh, 3070, 2 0, starke s reet, pacific palms caravn park, 03 49531730, 827628, 3, NoRole
rec-5794-org,   unk, , 33, 19850106, dr, lily, aani, qld, kelmscott, 3150, 10, baskerville street, , 613 22894209, 6338682, 9, NoRole
rec-8733-dup-0, usa, f, 38, 19800719, , jak, pery, wa, pabbajy island, 2346, 24, corser place, , 08 08989844, 5970944, 6, NoRole
rec-9530-org,   fin, f, 32, 19860528, hon, christian, tokoi, sa, highbury, 5072, 91, atherton street, , 7 86461703, 7113224, 4, NoRole
rec-1242-dup-0, por, m, , 19520 09, ms, al:sha, defaria, , northam ton, 6125, 1 2, hawkesbury c rescent, , 03 23 38 971, 5381 836, 5, NoRole
rec-4415-org,   ina, f, 26, 19920617, ms, , siregar, nsw, lake haven, 2144, 29, bendigo street, , 2 76140328, 5305849, 8, NoRole
rec-2603-org,   eng, f, 22, 19960704, , natalia, morrish, nsw, baerami creek, 4054, 1, lomman place, section, 02 63564784, 2900928, 1, NoRole
rec-5226-org,   , m, , , , kaleb, campbell, nsw, mossgiel, 4380, 10, bruxner close, berkeley vlge, 612 55223005, 9199486, 2, NoRole
rec-259-org,   eng, f, , 19770410, , daniel, spearing, vic, goorambat, 3805, 211, aroona court, , 8 45950370, 9601024, 9, NoRole
rec-2315-dup-1, unk, m, 42, 19760415, , tanile, arrki, nsw, pooragul, 4121, 33, eldeah ztreet, manimpa, 02 74372067, 8336244, 9, NoRole
rec-7426-org,   ita, m, 31, 19870604, , benjamin, manco, nsw, west ryde, 2167, 25, lanley square, , 2 93872761, 5503843, 3, NoRole
rec-5970-org,   ara, , 31, 19870131, ms, tom, banan, nsw, sandy flat, 2157, 38, glover street, rosebery hill, 02 31765679, 5840981, 4, NoRole
rec-5680-org,   unk, , 27, 19910120, , keelin, abbatista, wa, ikewa, 2287, 162, rocklands street, , 8 88311018, 3901385, 0, NoRole
rec-3808-dup-1, usa, m, 29, 19890604, ms, annalistt, mendes, kld, wulkulga, 2145, 53, parlow strit, , 613 03889600, 8583215, 5, NoRole
rec-3838-dup-0, usa, , 20, 19900705, , bia, porrer, vic, nerrkna, 2218, 7, fiaschi street, , , 5129634, 8, NoRole
rec-8379-org,   eng, f, 30, 19880614, mr, cheree, brigham, vic, teesdale, 5091, 204, vasey crescent, , 618 15378239, 4039478, 1, NoRole
rec-5343-org,   usa, f, 23, 19950808, , ebony, wyatt, wa, armadale, 0845, 70, hattersley court, jodayne, 8 35224703, 4840319, 1, NoRole
rec-6775-dup-0, por, f, , 19530930, , sienna, castelbanco, tas, bellingh m, 36 29, q, kemsleyplace, eJbon, 07 40 q3021, 2741 192, 6, NoRole
rec-5498-org,   dut, f, , 19260322, ms, abbey, some, nsw, normanhurst, 3444, 20, brigden crescent, wuikikakiwi, 02 84073213, 1367396, 7, NoRole
rec-2466-org,   abo, , 39, 19791027, , oliver, marika, , broken hill, 6530, 14, mount vernon drive, , 03 11716264, 5938263, 5, NoRole
rec-2566-dup-0, iri, f, 34, 19841 01 0, ms, iai , hannigen, nsw, con   le, 3122, 2 4, kelleway avenue, , 2 4o032732, 8008 7 49, 9, NoRole
rec-8567-org,   ger, , 25, 19930126, , roisin, beutel, qld, yackandandah, 2750, 260, chewings street, , 613 53472913, 3896577, 7, NoRole
rec-7508-org,   eng, f, 12, 20060420, , jacqueline, blackwood, qld, reids creek, 4700, 25, , , 613 29321070, 2622258, 9, NoRole
rec-1293-dup-0, usa, f, 25, 19931 209, dr, nichola , lynn, sa, whyt ey a c owie, 6 56, 2, , , , 2335080, 7, NoRole
rec-1809-org,   usa, , 31, 19870913, , millie, armstrong, qld, oak valley, 3356, 676, weston street, , 613 18471959, 8432868, 3, NoRole
rec-1953-dup-2, eng, , 27, 19930519, , laraz, danell, qld, mount byron, 2710, 9, slessor crescent, banavie, 613 64278845, 2946262, 9, NoRole
rec-5283-org,   usa, m, 20, 19980709, ms, henry, vaughn, vic, clare, 2120, 16, mawson drive, , 618 35162402, 7181328, 8, NoRole
rec-7945-org,   eng, f, 24, 19941002, sgt, tommy, bonher, nsw, cowra, 3156, 72, packer street, hollybrooke, 612 99067652, 7569931, 6, NoRole
rec-4979-org,   fin, f, 10, 20080820, , annabel, lipponen, , burnie, 2877, 1, levien street, fernlea, 02 30197489, 3037914, 5, NoRole
rec-9318-org,   , m, 33, 19850616, , henry, lowe, nsw, miandetta, 3058, 3, antill street, camrai village, 612 33983258, 7162335, 2, NoRole
rec-5280-org,   ger, , 35, 19831202, , eboni, vieth, wa, isseka, 2021, 7, mcnamara street, woodsong, 08 66403843, 7622927, 5, NoRole
rec-2748-dup-1, abo, f, , 19220914, , gabrielle, goolagong, wa, parkdnds, 4016, 30, winton place, , 02 43727336, 7431702, 2, NoRole
rec-1172-org,   eng, , 33, 19850112, mr, nathan, stroud, , homebush, , 17, namatjira drive, barwite, 04 66315862, 5826915, 3, NoRole
rec-4848-dup-1, usa, f, 39, 1979 0206, ms, laur en, davv on, wa, collingwood heights, 7 7 0, 41, armstro ng crescent, , 618 53 0 4 0614, 8669733, 9, NoRole
rec-5269-dup-1, eng, m, 2 , 199  0 716, ms, came ron, bullard, qld, redl   h, 3152, 2, stuart street, , 3 161375 3, 9000 72, 5, NoRole
rec-6944-org,   usa, m, 22, 19960601, ms, hattie, copeland, nsw, lidcombe, 4215, 17, euroka street, , 2 91599733, 9038901, 0, NoRole
rec-5843-dup-0, usa, f, 28, 1990 704, , hayden, dotso , act, hugh es, 46 0, | , bingham c ircuit, forster specialis   medical centre, 612 76131890, 758 317, 9, NoRole
rec-4212-org,   unk, f, 32, 19861214, , amy, strazzari, nsw, gundy, 3040, 24, antill street, , 612 71618590, 9987148, 0, NoRole
rec-7569-org,   ind, f, , 19110807, dr, emiily, laddha, vic, monomeith, 3030, 4, mansfield place, , 08 63894229, 4153509, 3, NoRole
rec-6296-dup-0, usa, f, , 19280405, ms, , kaahrilo, sa, koomantook, 3451, 5, kandlebark closte, p, 08 88933305, 3795420, 6, NoRole
rec-7092-org,   eng, m, 27, 19910313, , zane, sutherland, vic, glenmore, 2170, 23, postle circuit, , 08 22568355, 1122411, 3, NoRole
rec-4935-org,   usa, f, 29, 19891120, ms, damien, newton, vic, fitzroy north, 3215, 14, carr crescent, , 8 51592699, 9356720, 6, NoRole
rec-5792-org,   swe, f, 27, 19910823, , james, jagerskiold, qld, newlands, 5067, 36, maygar street, c w v, 613 24789471, 1058932, 0, NoRole
rec-8022-dup-2, usa, , 26, 19920223, mr, robert, austin, nsw, dunbogan, 3169, 9, burdekin vstreet, , 02 86659939, 2426335, 4, NoRole
rec-5184-org,   ser, f, 39, 19790821, ms, zali, nola, nsw, coniston, 2204, 14, dryandra street, , 02 18140758, 8830564, 6, NoRole
rec-2775-org,   ger, f, 39, 19790413, , benjamin, koelmel, , manly vale, 2034, 243, inkster street, geneff retirement homes, 03 74922853, 4780609, 7, NoRole
rec-2115-org,   unk, f, 23, 19950228, , samuel, abbitt, vic, , 4555, 145, mercer place, donvale retirement, 8 11740255, 1363990, 3, NoRole
rec-5051-org,   unk, f, 31, 19870528, ms, emma, stranger, vic, st james, 4480, 18, grayson street, , 08 63297441, 2338899, 2, NoRole
rec-2350-org,   , f, , 19690103, pfc, jake, mccarthy, qld, yamanto, 6064, 6, magenta square, , 3 34896147, 1414955, 0, NoRole
rec-1556-org,   fin, f, , 19100926, , ethan, talus, vic, monash university, 2570, 25, ballumbir street, , 8 04894064, 4042306, 9, NoRole
rec-3892-org,   eng, , 23, 19950928, mr, ella, mcniel, wa, carrabin, 4550, 745, ballarat street, , 07 43570816, 3947732, 7, NoRole
rec-1024-org,   usa, f, 30, 19881114, , max, roach, vic, main ridge, 4103, 14, marlee place, , 08 71341521, 4529816, 2, NoRole
rec-3881-dup-0, eng, m, 29, 19890802, ms, alexander, aiken, nsw, dundurravin, 2209, , starke street, , 612 26759483, 6814869, 6, NoRole
rec-5444-org,   jap, f, , 19871011, ms, archer, kurkawa, nsw, university of newcastle, 3184, 51, pattinson crescent, , 612 69811884, 8489820, 0, NoRole
rec-1777-org,   eng, , 31, 19870319, , annika, merchant, nsw, faulconbridge, 6100, 20, furham street, , 612 25006887, 6070671, 5, NoRole
rec-4932-org,   eng, f, 33, 19850106, hon, alexander, pound, nsw, nymboida, 3820, 40, oats place, , 2 09423069, 1217046, 0, NoRole
rec-3955-org,   vie, , , 19490706, dr, ebonie, nguyendinh, nsw, south granville, 6530, 16, rosenthal street, rosetta village, 2 48480961, 4376581, 5, NoRole
rec-5836-org,   , , 33, 19851215, , sam, apathy, sa, st georges, 4873, 319, hobart place, , 03 18855407, 1036083, 5, NoRole
rec-1810-org,   usa, m, , 19470316, , ajay, kemp, nsw, doonside, 6110, 26, callaway crescent, , 02 13561391, 5650933, 5, NoRole
rec-8735-dup-2, chi, , 30, 19881003, , oscjar, greten, vic, greensborough, 6148, 842, brodribb street, , 618 81485343, 2290168, 0, NoRole
rec-8431-org,   gre, f, 32, 19860126, ms, christian, mikhalakopoulos, qld, drayton, 3214, 15, poynton street, ashville, 03 97547377, 4767255, 4, NoRole
rec-402-org,   dan, , 34, 19840621, , rachel, lundgaard, vic, rutherglen, , 14, sully place, , 08 04872892, 6138921, 9, NoRole
rec-7668-org,   eng, f, 27, 19910512, , annabel, bloxham, nsw, bellangry, 6148, 19, captain cook crescent, , 612 58952527, 9408249, 1, NoRole
rec-3321-org,   unk, , 30, 19880612, ms, olivia, scime, sa, elliston, 2284, 31, brigalow street, , 07 05256473, 2074821, 7, NoRole
rec-4395-org,   ger, m, 29, 19890929, ms, jasmine, eichmann, vic, inkerman, 4069, 11, blackwood terrace, elder lane, 8 93097277, 1248912, 3, NoRole
rec-4731-org,   ind, f, 22, , mr, james, ujwal, nsw, central macdonald, 6302, 10, buntine crescent, brentwood vlge, 612 48000653, 3777326, 7, NoRole
rec-9547-org,   unk, f, 27, 19910522, , aneka, aaberg, , lindfield, 2614, 240, white crescent, kalang, 07 21745107, 9075212, 2, NoRole
rec-9551-dup-1, iri, , 33, 19850319, dr, georgui, mccaftpizck, nsw, mossman, 4651, 2, mcmaster street, , 612 32862331, 2087650, 4, NoRole
rec-1858-org,   gre, f, 34, 19840525, rev, , vaphiadis, nsw, macquarie university, 3950, 2, barnett close, sunny brees, 03 07840223, 8542563, 7, NoRole
rec-7540-org,   , f, 24, 19940409, mr, alana, quilty, wa, west island (cocos (keeling) islands), 6258, 37, belconnen way, , 618 83776405, 8886865, 1, NoRole
rec-5683-org,   chi, m, 19, , , millane, han, vic, fitzroy, 4744, 74, o'loghlen street, the rookery, 08 63249607, 2498390, 2, NoRole
rec-4706-org,   unk, , 27, , ms, lucas, scjum, nsw, cammeray, 6025, 15, sparkes close, cliffney park, 612 85058678, 4959963, 8, NoRole
rec-6662-org,   rus, , , 19880119, dr, john, titov, nsw, tullymorgan, 3804, 7, chubb street, , 612 44632483, 9375552, 8, NoRole
rec-7977-org,   usa, f, 32, 19861108, , ashley, prince, vic, caroline springs, 4113, 535, moorehead place, , 8 70690200, 5587435, 1, NoRole
rec-9595-org,   eng, f, 36, 19821118, , kane, , , taree, 2575, 43, rawson street, , 02 41326483, 4832735, 9, NoRole
rec-5926-dup-0, ina, f, 21, 19970228, mr, hamish, tjarndra, qld, beave  rryck, 2147, 1, , , 613 33741941, 6556319, 8, NoRole
rec-5700-org,   eng, , 32, 19861106, , phoebe, quigg, , o'connor, 5321, 267, harry hopman circuit, , 03 41092395, 9785272, 7, NoRole
rec-3071-org,   ser, , 31, 19870815, dr, isabelle, lariani, nsw, crows nest, 2287, 188, serena place, the spur, , 6462194, 1, NoRole
rec-1513-org,   ita, f, 20, 19980811, , isabelle, bernini, nsw, leumeah, 2450, 20, denehy place, , 02 42036641, 5753372, 5, NoRole
rec-2273-org,   eng, , 35, 19831010, ms, holly, sands, nsw, bournda, 4515, 992, hill street, , 02 32508571, 8268421, 6, NoRole
rec-1930-org,   jew, f, 10, 20080509, ms, kyle, gottesdiener, wa, nairibin, 2575, 222, flanagan street, , 08 64885282, 3844269, 2, NoRole
rec-295-org,   ser, f, 34, 19840320, , charlotte, azinovic, nsw, north gosford, 2745, 14, dumas street, stanton, 612 32211443, 7873247, 4, NoRole
rec-1062-org,   gre, m, 30, 19880209, , darcy, , , rose bay, 3178, 219, , , 04 95507194, 7211728, 3, NoRole
rec-4827-org,   eng, f, , , , blake, tipton, , cooroy, 2337, 63, frater crescent, miranda, 02 49718602, 5557857, 1, NoRole
rec-4054-org,   chi, f, 28, 19900423, , wade, auyong, vic, dalby, 3047, 36, ballard place, , 8 76368918, 3869872, 2, NoRole
rec-2441-org,   afg, f, 35, 19830513, ms, matthew, mahmand, vic, oakleigh east, 2233, 57, packer street, railway cottage, 04 66421196, 7768815, 5, NoRole
rec-6546-dup-1, afg, f, 25, 19931107, , mila, jasy, vic, kkalkallo, 2646, 13, neman moris sirckuit, , 03 39562883, 8771594, 1, NoRole
rec-4692-org,   ara, f, 29, 19890430, , tate, aabirah, qld, moomin, 3039, 28, brigalow street, , 03 85876971, 4371675, 3, NoRole
rec-5227-org,   eng, f, 34, 19840211, , emma, alfredson, nsw, black springs, 7190, 27, strickland crescent, , 02 33812468, 6211223, 0, NoRole
rec-1889-org,   , m, 23, , , michael, green, vic, nerrin nerrin, 6053, 8, downard street, wattle mount, 618 27207155, 4032600, 5, NoRole
rec-1364-dup-0, usa, f, 2 4, 19940826, , isab ll , new man, ac , richard on, 3977, 9, tantangara street, monav e, 612 76 58148, 1954128, 3, NoRole
rec-8573-org,   ind, m, 13, 20050306, , naomi, hardasani, qld, manumbar, 3218, 35, arabana street, tingara vlge, 03 52769804, 5394523, 2, NoRole
rec-5214-org,   eng, f, 34, , ms, charles, gabrielson, wa, mitchell plateau, 5043, 5, humphris place, lime springs, 8 49157500, 3129058, 7, NoRole
rec-811-org,   eng, f, 24, 19941004, ms, harry, sniders, , shorewell, 4061, 100, rosella street, roundswamp, 04 85743155, 9635085, 4, NoRole
rec-143-dup-2, eng, , 27, 19910 21, , tal a, , ui , windermere, 31 5, 3 3, dysons reet, touristpark, 8 13 76033, 3409876, 1, NoRole
rec-1591-org,   vie, , 31, 19870609, , kyle, thuc, nsw, narellan vale, 2700, 4, william hudson crescent, , 2 39314330, 3807129, 8, NoRole
rec-4911-dup-0, ger, f,  26, 19921018, dr, ba na h, lehr, qld, euleilab, 6337, 1, taronga place, brentvvood village, G13 8624 2088, 1060480, 0, NoRole
rec-4396-org,   ser, f, 32, 19860421, ms, alexandra, hukovic, vic, sassafras gully, 2560, 4, doyne place, normanhurst, 8 27846868, 3616741, 4, NoRole
rec-2994-dup-2, eng, f, 33, 19850205, ms, kobe, hogarth, wa, duwuch, 5038, 27, nullaginwestreet, , 618 81399509, 8310498, 5, NoRole
rec-8339-org,   iri, f, 23, , , arabella, mccarrick, , lakes entrance, 3171, 14, barada crescent, , 04 23655295, 5330475, 9, NoRole
rec-3414-org,   ind, , 36, 19820617, ms, rebekah, huggahalli, nsw, springdale, 6051, 19, brereton street, , 612 24160793, 3918049, 0, NoRole
rec-4622-org,   unk, f, 35, 19830305, hon, charlotte, abbatista, vic, mannerim, 6152, 21, ross smith crescent, , 618 56562556, 2935854, 0, NoRole
rec-8035-dup-1, , , 21, 19970209, dr, shenae, korv, sa, cross roats, 4807, 66, lind close, , 07 12269585, 3844721, 3, NoRole
rec-6112-org,   eng, , 20, 19980109, , felicity, trevis, vic, bolinda, 2233, 3, elder street, bonnie doon, 8 19737134, 4986887, 5, NoRole
rec-50-dup-0, eng, f,  3 5, 19830521, dr, blak e, souters, ns , kenebri, 2146, 23, hagon place, , 02 64586704, 9087909, 0, NoRole
rec-6602-org,   chi, f, , 19360410, , jaden, kou, vic, little river, 2220, 196, condamine street, , 618 42428577, 1712620, 7, NoRole
rec-6793-org,   eng, f, , 19071117, , zoe, merchant, tas, bronte park, 3390, 26, bragg street, , 03 36043838, 6039194, 3, NoRole
rec-347-org,   unk, , 9, 20090214, , lucy, strehovski, nsw, lochinvar, 3193, 7, jansz crescent, loma, 2 12841927, 6874140, 0, NoRole
rec-104-dup-1, usa, f, 32, 198604 0, , ella, mcni, wa, nippe r i ng, 2905, 1, hewlett circuit, glenmore, 08 02396876, 4886177, 0, NoRole
rec-3316-org,   usa, m, 13, 20051013, mr, jessica, moreno, , rostrevor, 2167, 29, , , 02 26436085, 9511266, 8, NoRole
rec-7118-dup-2, unk, f, 1 3, 20050203, ms, l u, str w, vic, barkstead, 3038, 24 , bottrillstreet, , 8 41490852, z215695, 2, NoRole
rec-8062-org,   eng, f, 31, 19870320, , alice, bernardson, nsw, vineyard, 3018, 252, eagle circuit, lynbardeen, 612 31294171, 9527201, 0, NoRole
rec-9558-org,   eng, f, 29, 19890710, , sarah, samuels, nsw, trungley hall, 2114, 14, chisholm street, , 2 92368625, 4838846, 9, NoRole
rec-9144-org,   sri, m, 33, 19851016, dr, bailee, gunasekera, vic, raymond island, 2088, 38, wilkins street, werribee plaza, 618 31651594, 8898792, 1, NoRole
rec-8118-org,   ind, , 23, 19951209, ms, kayne, smirti, vic, tuerong, 3937, 19, affleck place, , 8 41219840, 6004398, 4, NoRole
rec-8708-org,   tha, f, 33, , ms, montanna, chamlong, , dapto, 3840, 60, ivo whitton circuit, , 07 34032575, 7384766, 9, NoRole
rec-4314-org,   iri, m, , 19511030, ms, jasmyn, mollown, nsw, parklea, 2131, 4, ducane street, , 612 79152449, 2338518, 5, NoRole
rec-9152-dup-2, chi, m, 33, , , campbell, chieu, qld, kalbr, 3115, 180, , ardrossan, 613 86466585, 4400332, 5, NoRole
rec-1094-org,   eng, , 30, 19881010, , mitchell, oakley, vic, yundool, 6108, 6, hutchins street, , 08 07210775, 6894643, 1, NoRole
rec-2361-dup-1, unk, f, 3 3, 19851129, m , breeanne, abbi  t, qld, hum  ery, 7216, 1 , summerville crescent, sit  , 3 59955182, 5164115, 6, NoRole
rec-365-org,   por, f, 26, 19920824, ms, joe, cadete, , hawthorne, 2473, 7, stewart crescent, cleveland, 03 75856289, 3621288, 7, NoRole
rec-6351-org,   eng, f, , , , pia, aiken, nsw, gymea bay, 7000, 35, pethebridge street, highfields medical centre, 02 53271665, 7020473, 0, NoRole
rec-7014-org,   chi, f, 27, 19911115, , megan, miu, , woollahra, 2147, 32, dulverton street, , 07 20636465, 4129124, 3, NoRole
rec-8411-dup-1, unk, , 28, 19901026, , harr son, stra p, v, kanyaella, 2480, 97, burdeki  avenue, , 8 23063149, 5713 98, 5, NoRole
rec-843-org,   ind, f, 24, 19940414, , joshua, chennapragada, vic, nerrin nerrin, 2758, 2, weathers street, , 618 28827630, 3061871, 0, NoRole
rec-8015-org,   ind, f, 29, 19890527, , jacob, gangwani, , galston, 3677, 31, groom street, , 08 05897645, 3804688, 4, NoRole
rec-4656-dup-2, eng, , , 1962 809, ms, nicole, ha w 0d, nsw, mol ng, 20 2, 55, delprat circuit, the mall, 0277768333, 70920 6, 7, NoRole
rec-5051-dup-2, unk, f, 31, 19870528, ms, e mma, stranger, vic, st jam s, 44 80, 18, qrayso street, , 0863 2  7441, 2338899, 2, NoRole
rec-3373-org,   gre, f, 32, 19860706, , samuel, kanella, vic, robinvale, 4065, 21, woolcock street, , 8 80711898, 4314553, 3, NoRole
rec-4876-org,   hun, f, 10, 20080913, , ronan, hara, nsw, williamsdale, 3126, 1, carrington street, ridgepoint, 02 66049774, 4764449, 8, NoRole
rec-8915-org,   ger, m, 26, , mr, fergus, krueckel, nt, croker island, 3186, 11, clare dennis avenue, , 3 99434756, 6992885, 8, NoRole
rec-4147-org,   usa, f, 10, 20080110, hon, brigitte, burns, vic, colac, 6530, 12, byrnes place, , 8 35971244, 5085154, 8, NoRole
rec-8086-org,   ser, , 24, 19941013, , hudson, rendulic, nsw, brighton-le-sands, 3496, 16, golden grove, , 612 44703570, 1325298, 6, NoRole
rec-5569-org,   , f, 34, 19840614, , mason, fenwick, nsw, horsley, 3136, 22, drysdale circuit, geekabee, 02 34842369, 8265209, 2, NoRole
rec-9508-org,   eng, f, 22, 19960911, dr, jasper, kimball, vic, mepunga, 2000, 12, bendigo street, , 8 11150646, 2536344, 8, NoRole
rec-1904-dup-2, eng, , , 197406 16, ms, el za, trig s, , broadm adows, 2250, 2 , theverge, ferndale, 0310062712, 1614337, 9, NoRole
rec-3956-dup-0, usa, v, 21, 19970930, mr, mixael, grozts, qlt, kearneyj spring, 4114, , elen plaz, rocky bend, 03 83247732, 4216276, 1, NoRole
rec-3983-org,   eng, f, , 19510606, ms, , babcocke, vic, ardmona, 2097, 19, lutwyche street, , 08 57063092, 5102752, 8, NoRole
rec-9843-org,   ina, f, 24, 19940217, , lucas, halim, , castle forbes bay, 4575, 12, slater place, , 02 92081010, 7670098, 5, NoRole
rec-7917-dup-2, chi, m, 29, , , praedon, day, fic, berringama, 6158, 51, wilston kressent, camerons creek, 618 02621697, 8375163, 8, NoRole
rec-6195-org,   eng, f, 32, 19860213, ms, grace, kimball, qld, benholme, 2481, 27, bunbury street, , 03 72662963, 2990541, 8, NoRole
rec-1717-org,   ser, f, 32, 19860816, mr, timothy, mecava, sa, mclaren vale, 4011, 1, hicks street, , 07 74568586, 9459949, 4, NoRole
rec-5268-dup-1, jew, , 40, 19780812, , daalia, liberman, vik, bruklyn, 2164, 104, cukulpa cressent, , 618 50412943, 2831232, 6, NoRole
rec-660-org,   ita, f, 25, 19931211, , shakira, volonte, nsw, burrell creek, 2073, 9, beazley crescent, boronia, , 7528384, 1, NoRole
rec-7895-org,   , , , 19130114, , victoria, geue, sa, new town, 2454, 86, ranken place, , 07 69745368, 2359165, 7, NoRole
rec-4775-org,   chi, f, , 19620108, , zarran, ye, vic, brighton road, 2145, 3521, tennyson crescent, oxonia, 08 00203723, 7285913, 0, NoRole
rec-8070-org,   unk, f, 33, 19850208, dr, caitlin, scogin, qld, taranganba, 2043, 32, currong street, baroona, 3 25488331, 6680402, 4, NoRole
rec-6521-org,   ser, f, , 19260618, ms, neneh, topol, nsw, maryland, 4871, 19, tyson street, ashell, , 1717950, 3, NoRole
rec-677-dup-2, chi, , 3, 19881027, , deain, sim a, vic, molesworth, 2204, 4, wisdom s treet, jodavne, 08 270 0822, 5144143, 6, NoRole
rec-6723-org,   chi, m, 22, 19960702, , jesse, quan, vic, mossiface, 2282, 2, vogelsang place, marlou, 08 01444778, 7693976, 0, NoRole
rec-8839-org,   unk, f, 19, 19990509, mr, anita, streich, vic, , 2135, 8, edmond close, , 03 01084440, 2868704, 2, NoRole
rec-9231-org,   fre, , 33, 19850120, , jack, magliorie, , aitkenvale, 6066, 392, everard street, , 08 60419287, 9211180, 7, NoRole
rec-8529-dup-2, usa, f, 2 , 19901208, , keir a, sto e, vi , loalac ava, 3212, 4 1 0, blackman c re cent, , 8 52266492, 5596770, 1, NoRole
rec-7374-org,   ser, , , 19050904, ms, joshua, sijercic, vic, murmungee, 3161, 15, , , 08 63368768, 9488160, 6, NoRole
rec-5850-org,   unk, f, 11, 20070313, ms, timothy, scirri, nt, goulbourn island, 2261, 38, fernyhough crescent, hotel laguna, 3 45183663, 9914037, 8, NoRole
rec-4050-org,   iri, m, 32, 19860905, , kristo, kilduff, vic, thornbury, 3179, 37, grote place, strenarea, 8 78308737, 7782001, 6, NoRole
